0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
4;0;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
4;0;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
3;1;0.5
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
3;1;0.5
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
4;0;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
4;0;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
1;3;0.5
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
1;3;0.5
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
3;1;0.5
0;4;1
0;4;1
0;4;1
1;3;0.5
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
1;3;0.5
1;3;0.5
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
3;1;0.5
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
1;3;0.5
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
0;4;1
